directory_name,model,lr,benchmark,task,seed,accuracy,mcc,f1,precision,recall,runtime,epoch
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_drosophilia_enhancers_seed7/results/DNABERT2_3e-5_drosophilia_enhancers_seed7,DNABERT2,3e-5,GB,drosophilia_enhancers,7,0.7612156295224313,0.5392095046600521,0.760491306348036,0.7728915973764396,0.7663574957152939,0.6458,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_human_ocr_ensembl_seed2/results/DNABERT2_3e-5_human_ocr_ensembl_seed2,DNABERT2,3e-5,GB,human_ocr_ensembl,2,0.8139734493018997,0.6294620358012077,0.8138664530345576,0.8152235815428395,0.8142392239309304,52.9622,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed9/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed9,DNABERT2,3e-5,GB,demo_coding_vs_intergenomic,9,0.9377,0.8753945752550687,0.9376972032274529,0.9376955280088273,0.9376990472533154,4.6712,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_dummy_mouse_enhancers_seed4/results/DNABERT2_3e-5_dummy_mouse_enhancers_seed4,DNABERT2,3e-5,GB,dummy_mouse_enhancers,4,0.6776859504132231,0.3622156596315586,0.6773333333333333,0.6802134646962233,0.6820066334991708,0.1305,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_human_enhancers_ensembl_seed6/results/DNABERT2_3e-5_human_enhancers_ensembl_seed6,DNABERT2,3e-5,GB,human_enhancers_ensembl,6,0.903771635236373,0.8076879684021552,0.9037700923742312,0.9038732294422926,0.903814741077567,30.1186,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_dummy_mouse_enhancers_seed10/results/DNABERT2_3e-5_dummy_mouse_enhancers_seed10,DNABERT2,3e-5,GB,dummy_mouse_enhancers,10,0.7355371900826446,0.467072964098204,0.7333333333333334,0.7328296703296704,0.7342454394693201,0.1215,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_human_or_worm_seed3/results/DNABERT2_3e-5_demo_human_or_worm_seed3,DNABERT2,3e-5,GB,demo_human_or_worm,3,0.973,0.9461986605443977,0.9729857094402938,0.9733345763534091,0.9728642011076929,8.5185,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_drosophilia_enhancers_seed5/results/DNABERT2_3e-5_drosophilia_enhancers_seed5,DNABERT2,3e-5,GB,drosophilia_enhancers,5,0.7539797395079595,0.5163213386614007,0.7538637544630136,0.7590107232257628,0.757313405249185,0.665,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_human_enhancers_cohn_seed3/results/DNABERT2_3e-5_human_enhancers_cohn_seed3,DNABERT2,3e-5,GB,human_enhancers_cohn,3,0.7473911478949262,0.494799373384543,0.7470956009321457,0.747741310434751,0.7470585340330409,2.2483,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS_05.27.2025/RESULTS/DNABERT2/GB/gb_DNABERT2_3e-5_demo_coding_vs_intergenomic_seed7/results/DNABERT2_3e-5_demo_coding_vs_intergenomic_seed7,DNABERT2,3e-5,GB,demo_coding_vs_intergenomic,7,0.9498,0.8997214820115026,0.9497999497999499,0.9498679393030836,0.9498535428235984,4.6279,6.0
